INT1	INT2	INT3	INT4	INT5	LONG1	LONG2	LONG3	LONG4	LONG5	FLOAT1	FLOAT2	FLOAT3	FLOAT4	FLOAT5	DOUBLE1	DOUBLE2	DOUBLE3	DOUBLE4	DOUBLE5	BOOL1	BOOL2	BOOL3	BOOL4	BOOL5
378286161	861279739	-1430949032	-520087872	-1074449534	-6715148165185536	-4291312723427328	1188006090244095	2045528628002815	3131276999524351	898884708.6505442	533540498.3071653	467952791.2219247	1443366584.3417027	1391435820.8888898	4046232285327161.5	2574453339130317.5	5726017295757657	533062163813721.94	6323087677067031	true	true	true	false	false
-2016179622	-454264958	629353091	46806087	1041058359	-128535318495232	-3608768717783040	-2603501507051520	2950245923160063	5112584499888127	1205915895.4253812	571819125.1166592	2017526328.022999	558360678.7190061	1604270478.8703492	6863606061252727	8288015158223423	8816405872613691	7899552072381201	7466731178529989	true	false	false	false	true
-680043320	681720133	-761632799	957126882	320729459	-4501608951971840	186759790985215	1461403114274815	1653263749349375	-951411206520832	1820570912.7555358	539775552.9696405	21498977.839329198	166171091.84147242	1813666662.6010022	2870988786908741.5	8198006412733957	7160417357613515	6233617501271435	7966229803234997	false	false	true	true	true
-1378769707	-41120365	-937737156	44903752	195434673	-1470072430264320	-5485704050114560	8655045268602879	-2008959330287616	4203088177004543	1498077561.4957917	1652356612.7716439	1214791224.3929646	1553756974.3348088	657096610.8659201	4610346311770623	177870929103831.97	2243381971348071.8	3127873191236835.5	3717867907980603.5	true	true	true	true	false
-2107797338	-947122609	-1739085231	1065853568	1447207311	4012650203709439	8246173689184255	-5717170487033856	2739365994299391	-4353955014377472	2036276968.8711832	1860405069.3907042	1258433167.2846868	603077744.9419403	1749972186.6254048	5214031299390439	372418482976743.94	1869025080045451.8	2773512039384249.5	8479820556997563	true	false	true	false	true
1587965419	1919044657	-1348466585	513673870	-716141805	6780139589337087	5396118603038719	7208173366673407	6383148392775679	-5326763383062528	1679164853.8016226	2043472931.3874059	922170051.8096963	1063591962.7595763	1554723163.7058704	8544867342852731	789012747911333.9	738116104169807.9	5005565934806803	6350584548316567	true	false	true	false	true
-280186851	1939830100	746382722	1852903711	-52480759	-6881452113264639	239464609742847	-8882845770579967	-303891606405120	-6487583659917312	1934786345.6309142	896278553.1084847	984520496.5833822	1133579127.627077	353927385.99061763	7960243273540685	4675249304311955	4593599715724895	4929370939498629	4005352802124039.5	true	true	false	true	false
-1342007426	-427562976	-202943921	-494864128	-221066093	-80162620178432	-7167869548756991	-2286828631621632	6103201765916671	-2621178866827264	1151542627.7514904	1202210679.067893	2129655799.488409	2006391171.3323514	1503149120.7401638	8587996666062619	4211516829170713.5	5880764664407567	4639595951896315	701857618763873.9	true	false	true	true	false
1479232834	1114341965	-584627665	577015782	-454264920	2003639983931391	975038509481983	8209628303196159	-1412282764492800	2519098655244287	1742793157.5225298	1666263543.7399719	1943521291.0806847	344725562.2850404	252622300.67787054	6147650056963767	5860065356708673	3251588606427575.5	7074247180625097	6673894198350247	false	true	false	true	true
1743188043	-1332814857	1997245774	-1870351565	1160293682	-7638629245517823	4132085572829183	-4180711959429120	-1458143527698432	1093088760037375	87775220.20976686	1728061545.8911233	1095451583.4442363	696346527.6617246	767968688.2949836	6410903146909787	1070523575139451.9	6093894164414727	7473245474632889	4575620426744241	false	false	false	false	true
-396202139	-317330820	1959234236	-174906989	979466210	-3693056637272064	-2624281204752384	-7181604661231615	3812981360033791	6803419264188415	177284246.76447195	306721931.6856174	508227155.08749026	398799219.51313907	90312552.75719793	2914939055133851.5	2657736527465441.5	4246680572923855.5	996453831234023.9	5559253199872819	false	true	false	true	true
-276012335	-1428069986	137343233	1825469668	1474866494	4630673658740735	4938952033173503	-4947603468845056	7801304650874879	-1777839900721152	242333540.54801327	1897652832.8684542	566835582.2105173	1928676721.9016092	1226209036.534854	664476447452189.9	7976944977918771	6696350167823973	6909075095210311	7652470638046931	false	true	false	true	true
1876847491	1610820107	271667768	650601955	-366203621	-745752879955968	3278373493145599	9001636592615423	-7695806115086335	-4796808781889536	365626968.5346262	1384146768.8910828	310621147.8153596	1883057366.649231	667916083.3165766	89284356295137.98	1019102924737589.9	4335694714411559.5	47067878722147.99	6659002951995725	true	true	false	false	false
-1675136936	-828727675	-1285121741	-927981511	977631796	-6225975796826112	-6274327288741888	-7518130167349247	791298059534335	3344678153879551	1930918733.2953916	1279278698.026315	1245328097.08975	1221317545.6686025	314230330.33561444	4488092822259933.5	3415589899610309.5	5494279206479401	4351657897197591.5	6528590959504741	true	true	true	false	false
993269943	1052428365	1656695183	-1404364158	-2045215301	8157468647489535	2185474751856639	6292386879635455	-7371541943681023	-1271772565471232	1692021611.9721045	1671712688.9461718	230136656.87987623	1862920553.4104822	611442290.4898441	7433276784953069	1353749670225451.8	5752487320423475	8196109233544059	4680367304373543	false	false	false	true	false
1366249697	-1745237423	647079661	-43463367	-548894686	-3047695405023232	-2964783066251264	-1133390518550528	4769791042650111	-4440266614243328	82942370.96078663	1707673542.6295614	497212188.0931722	829989106.8607033	685332251.7393256	177783763060735.97	4567211498647695	5241473882461149	5413877686955253	8234170000977157	true	true	false	false	false
1911510506	-3144858	-672712900	-1940809212	-91666471	3567479552999423	7402324762820607	-3609287049871360	8941509797740543	-4183269432098816	1036746028.2355264	1487124002.782461	412791658.69653183	488681898.8096288	1878495575.090369	1866372080369739.8	8458304962740397	8669724115884967	1258294392713779.8	5583774786515837	false	false	true	true	false
1594919994	1367534315	-857795020	126564580	1584587636	-4193981474799616	326406055657471	8673445512478719	7624373187903487	-4508264603582464	246627994.55261344	718410980.4869946	1665472908.8075154	1518280510.2929	790805105.9418542	8740680646419579	6188370297809827	1276483069715323.8	4236002757524325.5	6921589506222205	false	true	true	true	true
-375361086	1842051316	-1672680310	527172659	-657340015	-264380671328256	-7255247734964223	2391723237965823	-1690387034931200	-65848597282816	1984772312.892702	1738183344.8294923	1247968961.6970608	805970553.2092283	1529602412.9435852	1839737209054153.8	5307359032132539	2973024608261055.5	6782207529781857	3956826659459597.5	true	false	false	true	true
-345416764	1946053238	-206473348	106832912	-699110659	3104996962861055	7575177277734911	5814888790228991	4736805215666175	3927679036293119	1743141408.9527547	1955724664.27307	354900974.16615725	1982928522.804993	1490602474.620237	1419730010572727.8	2473535862315919.5	8789572834823045	1717629849172553.8	8648068745961539	true	true	true	false	false
-1530547946	-430055116	1265336816	-858857342	1278366919	-2119649600733184	-1262582480502784	-6384617548414976	-3808902089015296	8665465001869311	1254982350.8358896	535489632.5076327	1478390274.020726	1949011591.9780009	696935904.4804494	4064133387405899.5	5322360509601621	3443921942388443.5	4530408012264187	8391325814366009	false	false	true	true	true
-530847692	-1804978443	-1713487378	1973819542	-1819656610	-2890595311812608	-6517780987772928	-4156594312970240	3801705401548799	6982135902633983	1102910215.3104138	228572014.340643	1250699774.864867	1976093077.7244136	1812827262.2555718	3075930385006309.5	3434648682340243.5	6032315528160677	489579304460071.94	5858412385702701	false	false	true	true	false
523715497	60799975	1906236124	-1298396310	-1036760242	-3760551498874880	4396492160761855	-6262122006708224	8264680665513983	2764611036119039	1288470265.2189028	1077390991.7848227	453608369.5627299	768379099.6268243	1228474058.8900316	184363693353697.97	4482206298536423.5	6217593070309637	799074209882879.9	2181061802775497.8	true	true	true	false	false
1533972700	-957901448	243783542	-440836979	518653669	3351756993986559	5262585700024319	-7381730956673023	323458122645503	7313716995424255	1128157472.7020228	216261969.19476733	960883039.3441838	1753525893.4246852	114915949.63171549	5071244855519473	3970845669560911.5	3366755628407901.5	5426234950297151	8498114200792663	false	true	true	true	true
1174005076	1785314885	190992239	-557212266	-1949138335	-4885633432551424	-6757906821152767	-3597093667078144	-4578081792589824	5002488679759871	1593882486.6404586	278679345.76909935	210137356.44847953	1397235506.7486176	2037037666.7284248	8530696634997323	3007343379548109.5	1950778132577065.8	3964179037592225.5	2635927649784227.5	false	true	true	true	true
-441202665	1532185280	1907980302	-533591919	317342635	-2856232108949504	5016895119949823	3490089996910591	-5215075333832704	6444616635121663	1598893559.5178697	1054271728.1863579	889872460.5289111	1200692893.1475427	93223448.26728986	437624230734183.94	2565877038807001.5	7314459313461871	6508420329590425	3595245699948651.5	false	true	true	true	false
-1942124391	445130611	-1977825848	-1118269160	81101772	-1557994554785792	-5148939296702464	-6061787854143488	-5474442029301760	-3141842551963648	1566339335.2032306	1344705585.0366116	1012025197.5678517	1923831942.8347082	1876068936.463189	5517110015529239	7385135232863885	1359580358225517.8	7851569207089511	5772967398031831	true	false	false	false	false
-690481936	65088010	1470047381	1972162203	719506402	5296386090205183	382807587160063	-2273687059300352	-2746548601487360	-2161541025628160	1270202281.4863825	1351117865.4585476	390604195.75749904	1871717969.2298014	1700277012.831513	7913671508825921	3362479674956433.5	1658930648886435.8	64475707503217.99	5426158829143541	false	false	false	true	true
-96998886	966596153	2059282576	-9913681	-569646956	8511171116138495	-6126972354691072	-4125518974681088	2483855785197567	-3563969792966656	387055217.9198033	1536511256.9947422	484124591.1943913	1769231445.0006871	1962395728.8420625	1823688351993677.8	5490577964592397	8114146184046733	5628142701892021	7788840597715685	true	false	false	true	true
-448048341	-1794300322	1177863019	-973844407	431476003	-7385998174453759	5757625392168959	404032204046335	525067398152191	8438842914766847	1588277373.6606774	1466847150.9094653	709318231.2446973	916435403.3890235	1925642579.906306	8193150952115955	1754287636357319.8	3576959487630745.5	8555795218370301	8520465251635035	true	false	true	true	true
1622753891	269809908	-666825251	248379855	-1206819217	-2473948717514752	7730226654085119	-4601052619866112	-6361419708628992	-5544039063486464	542906041.4386231	1296400170.114749	1376702058.2587693	87313662.4194206	240132295.02598658	7619477033576069	7429528617445617	789467185986219.9	3046432951164291.5	7291619336591581	true	true	true	false	true
810615215	1749555749	-86875713	101631809	-714505685	-8929549991542783	3165714663866367	-8589154103328767	4858109436624895	-8518228330414079	629973288.7635587	650524626.4909129	600500280.6623197	1404565200.5607274	1067658017.4189178	5153108501015339	4680539851288565	1180709909424709.8	1806772135698555.8	4117235785309807.5	false	false	false	false	false
-705092655	2068760405	1121466724	-2125392742	425165038	5193533875027967	8536699231535103	8998872781160447	6729482119413759	-8540133473124351	588905466.2031446	339935022.7050592	56674715.12124805	1574115098.1543012	1938334030.1062257	1940468427627239.8	2536828862977693.5	273214649218195.97	8706330050974163	4043439522569897.5	true	false	false	false	false
-2008844398	-2092982594	-1148913615	630478152	-1234164519	-5406051000123392	-3212954698776576	-8059840421167103	-7077608286060543	3708307738984447	2102421117.2449148	1161361407.545827	1929791152.0312655	931122984.1309348	648636225.0740372	6435472038937681	6737857406312429	2109364007603189.8	7055605097880529	331401379996941.94	true	true	true	true	true
-907129661	-955929054	-1570719004	-2080033018	-1053015902	-2220869422153728	3718169315246079	-7256046707933183	5404954713915391	-3939634421694464	904199912.7741472	39441064.05209509	86871699.76601236	1765791956.6686478	2117685211.665217	8840694337185825	5259199651565525	3005370796443361.5	1847321751851483.8	1549821326012859.8	false	true	false	false	false
633708423	575083239	212244455	1480094166	-260392336	1018075398799359	-5656552576909312	8440555319066623	7757220359962623	4348694509912063	4932615.488864895	27395537.257028364	545905337.6348416	592533495.0080476	129624425.36598332	2816719540113823.5	328200156679725.94	1045204476025527.9	8292150475264589	4891249688346953	true	false	false	true	false
1407379078	-323049441	1506626700	230010645	-525275216	8475890732236799	-3600615439597568	-8654615788650495	-4751092801863680	7059765322579967	1006862297.83882	1288337730.9704483	1420700704.4152312	1980181910.5976932	147963157.96962106	7784200133102733	1524015886615269.8	8845406979467489	1305865104609947.8	6766165411283483	true	false	false	false	false
1435137620	1021337618	390013568	1360767156	-81542489	-6670078728732672	4156111628271615	1057665673330687	-4074674510102528	-6401998366703616	1832722762.60335	831689476.4993593	662503246.9071203	1524461647.1724157	1135372381.5943565	4740812128976915	2595263727401583.5	1087606279068207.9	7049561793842825	5197013597883611	false	false	true	true	false
1547850541	357829558	-2054049488	431454670	1208484279	1554050201944063	-7397619357712383	3210980452466687	3060197077549055	-4419217164075008	1377697499.3714826	1175562109.7205129	810627450.2993559	777636227.3980858	35422454.70610512	4199724469574369.5	1894433041204501.8	661861228234107.9	6356578740883001	2448111106641615.5	true	true	true	true	false
222568165	1595654297	-1346187038	1016445527	-1320226096	-2320978977751040	8545884941844479	1637969261756415	-3325588785856512	4965867494309887	464359278.9945708	1914031036.3109665	848545497.095647	591499206.6385684	2146987227.7808046	2435640971031653.5	3382342675383335.5	3220125160740613.5	569027167490909.9	3973305813008857.5	true	true	true	false	true
-437874578	1537370542	-1853461421	-199739798	-845207290	5019215627026431	8607867212922879	6388618255925247	-4567567263858688	2122894670823423	1253099042.0192945	1249178024.1339943	1724619850.234593	1606353012.0118814	1797215643.3087337	5351286149988073	6065819269574385	3539811996202337.5	767171777468063.9	2625816958434485.5	true	false	false	false	false
1055142745	-1803708409	-757213984	1527819136	-1686127178	-6311795576799232	-7641813326233599	-2255307799527424	4394135406510079	5186178563178495	42100657.306361236	1786455785.5261438	1482464733.340089	2138669533.8262742	803695602.547329	4342908963333577.5	2847694131482415.5	4915447028975689	1932653740437683.8	1660007601300339.8	false	false	false	true	false
637977594	1941348063	530734226	-2030011554	-927922160	7248967662305279	-832080195878912	-891486002479104	-1965358147698688	3586709623144447	941895046.8800132	588913617.8928256	647217527.0444354	1430181797.5978794	1150945235.0902495	811185995215013.9	7636230940406775	1280232420016377.8	6872595680170289	2218461053935017.8	false	false	false	false	true
1058713502	1052805879	-1494538792	-75351620	-512166144	-1990302395006976	7792520171880447	2692692693745663	-2582413251182592	143184973791231	834669333.2686192	1760302890.720615	2030598905.6394103	510048529.4188789	680394229.3974059	6191338512563931	2571823132418075.5	6524064879775603	8300955753109203	8793981277508133	false	false	true	false	false
1551295334	254534547	1673161977	-1896353675	455357591	6798943610470399	-5823710422368256	-7166522279591935	1598524286304255	-6970806873620479	738012587.0955241	967877915.7092751	2104799772.08416	2035383435.6710835	141563872.07405043	2645033255819563.5	993508428557721.9	8265911656825561	2871200785116421.5	7168645541674485	false	true	false	true	false
1096280253	-432235834	-1035741225	860558286	160768469	6697997467385855	-1997219221733376	355772022128639	494623399084031	7487713104101375	571841876.7082018	1370648140.5617268	1962047617.3248014	2134690197.7780483	1984646870.0738094	945312814090485.9	5672826038796201	4868472142692445	2371882389549981.5	2305396160083725.5	true	false	true	true	false
443139318	-2043755095	-1946240514	1297979537	524100465	-8329317918441471	2978763021221887	-5060740020961280	-2452755310444544	-6673538438135808	1920827684.0200713	1881501633.426649	1057929089.8735423	472408937.8032151	623487630.1328231	7527536563814831	2587121595339963.5	8362186667647011	3278534037703679.5	6818435784018601	true	false	true	false	true
1472025072	-459076663	-1302576774	-1963079417	-189009340	2999240313798655	1079115729862655	7193584776249343	-7374804579516415	7089783914364927	1282296516.0815523	1384689422.1841407	1036054859.4305295	810030952.1339294	1516493646.282124	936467859231417.9	3766892358494353.5	2749615518249721.5	658294937133829.9	1789652378963715.8	false	false	true	true	false
-383657153	245699269	472405443	31412702	-1183238599	4339115130617855	-5058520579833856	-3673772313804800	-6411944256864256	7749372947202047	480813721.0105044	1864028324.6960087	1719625239.635928	1709315100.7553062	1262522744.5682127	8855788447387161	7903000254544555	4812045517029323	7099778392413033	20856083713951.996	false	false	false	false	true
-454442319	-1216249249	886461036	-201847527	1865598174	4610856616722431	4277597185769471	-4068685639581696	-5892982070837248	8955095278419967	860898252.8527822	325696830.2013792	1886228953.3290365	1014097342.3707368	400501150.7995327	3324826716018345.5	4616984262001321	209038313185131.97	3164092905873603.5	7756335698612207	false	false	true	true	false
-681824942	1078425321	-108781730	83766895	438379366	6373467234500607	486492786917375	-6895258126254079	2883362570108927	-4492436025901056	1363935129.92133	1640559865.7237487	1772129491.7684937	1576643249.084689	804873867.5393678	4858300944422119	8020093587666715	4288318812234297.5	8456251293924163	4027459606482001.5	true	false	false	true	true
-729662960	-252670427	1768684809	401144013	1052761519	8640743606321151	8911465759113215	4312863925600255	6714007356440575	3603061922594815	827373792.2398065	2052220409.613126	885790246.0073512	1703514007.2007213	1178878649.4422271	956903059851389.9	2076545616748559.8	7534261405798243	6997234075201721	6101996133403889	false	false	false	true	false
325944117	-572667486	1724170082	884299691	-1251140713	4110687349506047	1523541153415167	-6895462313361407	985283239608319	-3664677309513728	22718236.345406637	1230961341.6687934	1164503293.4004683	114484483.82340515	530849338.93078923	6379390595520079	2113982700813421.8	5282645437969023	8443412136609237	2342925953637349.5	false	true	false	true	true
110240205	-1850755837	-2133552930	-1024909848	1231138699	-155631319252992	-4706363984838656	217632213041151	-1340145311678464	2120406509027327	1741693052.5862098	1357278248.6228528	1223786180.0781744	893966208.1538229	396167011.6318522	2540522102060237.5	1084898051383805.9	1181122707059957.8	3005764590873319.5	1315000941832701.8	false	false	false	false	true
1304372108	-1708563015	2112345005	1632244860	-168221115	-7081670695976959	7456224438124543	-8867257648152575	-8461998199144447	-7744433520902143	692475773.3320099	1370121856.6685026	674903547.1341207	789298348.377354	1722844479.1214345	5357918660108303	4315933930111313.5	8297386162066517	5981878328510821	1284095258434871.8	true	false	true	false	true
1642236959	532037379	1697904319	816333301	-677621591	4882351108653055	-7866945382645759	7901270027272191	2358774857727999	-6663936271187968	1336515360.5063643	1324217366.9411554	170953962.23097408	1055717835.9662054	1816570517.214162	6887323035929083	3393492939680337.5	5527672573708771	3275424874045679.5	7076224871804603	true	false	true	false	false
-558712376	2054982015	1399624069	-109345007	-163081393	-8970804784005119	-8192936453865471	-2166365511221248	6751936409763839	-2332227660677120	125681864.10912028	1984848532.0028899	1356804922.515914	1888914892.1411273	909157455.9768171	5116006244511155	7239613691472811	6244066973024009	5958097127468137	3625495663760949.5	false	false	true	false	false
1800917672	-1008209604	440103835	427395343	-2120505520	6806288180707327	-7635369411477503	6651808214679551	-3737546190225408	3893650341756927	346172779.49634963	1913014814.137276	1079662516.2581854	1672476375.543647	115544265.08433095	3565965193898545.5	7092822627741031	8008840032270261	2725726137505499.5	3917873441372317.5	true	false	true	false	false
-745111962	325823266	116692002	-358683741	-926793892	832176434184191	1349614196228095	-703949824851968	-3525592276271104	-8441620068302847	1299886470.3923628	1967261379.9944127	827551122.577018	1317547159.147647	1857845916.8575766	2817033251879315.5	4185036604076527.5	1531306160028745.8	7679880064122015	3145065553750081.5	true	false	false	true	false
-2111432764	-1386256362	2090966868	-1450908405	-1365615750	-1742397721542656	4901706080976895	2328714993991679	-875419574206464	2298876878913535	1535421454.2547445	141128007.1714824	52210043.022248566	838145702.6719295	1152016397.9433012	3790609996582067.5	3338042566866023.5	3470691435195349.5	1503753498941119.8	7168497981443231	true	false	false	false	true
-956451393	-775831144	1804724725	-1890629919	1175724887	3838410384998399	2722538345988095	-6756490421469183	5480021242150911	-1664254105092096	566515170.245353	1743304106.7432768	2070307827.7108016	405805320.52043664	1455146375.507828	2397394197069177.5	4036011519060969.5	3887282286100381.5	316775362069055.94	7795862402211303	true	true	true	true	true
1386796850	-114673567	1960310127	1707894222	-590863547	1049025658748927	2973784520785919	3147576601739263	-6749529575522304	5728984251760639	1069464469.9163184	576568414.3234596	1068941251.0093184	1652862337.3640592	631845376.6806691	5608627466027529	1465988228130805.8	8924397333169027	8826246413152115	4114889038758125.5	true	true	true	false	false
2036789704	-1947749298	1244418918	250504169	908204147	1994932499775487	-8459132214444031	-2933331180126208	1062103666393087	5629072063332351	256086391.58502942	296000649.50512356	258213400.68356395	1100998010.5492513	1705091224.8818793	5198608321339791	321500597759743.94	4285900545900185.5	5968344323269321	1772509342328631.8	true	false	false	true	false
1074596860	-771144177	-62695187	1862288515	1449012414	-4488242464292864	6582822332530687	8232372969406463	-1963854842036224	1420719204335615	1008066798.7373055	1407580268.3736634	1319970128.5540516	1596468659.0314858	569270864.7476709	7924718854517431	2727740503661047.5	5969981743153867	4965316343136429	3388483895352617.5	false	false	false	false	true
787628992	77092995	108617449	-64954426	-1416904116	651651614507007	-4602918225313792	-8310953363898367	-1123569715118080	-7440903849377791	269385842.6815085	1916707606.9032693	1585522675.4608068	1906791662.790145	207136815.76470992	3113226135503145.5	6745373381325193	8596945532704203	4196521089350375.5	2751403601111005.5	true	true	true	true	true
1353114842	-1504408602	45052421	183721992	-618998962	2977559818010623	-6199335674970112	4360050483134463	-1724821255749632	2402134494543871	1678264305.1897893	480132797.97897977	494410946.7354282	1992401383.3387063	2060207809.1898386	727836930440177.9	2013603663162299.8	4111834255821327.5	3267042957412433.5	6338332286791437	false	true	false	false	false
-1197271176	-1380128978	1290806334	-274320321	-1568900609	-6222774385246208	-609611904188416	7123356880994303	5137457209147391	-1690117789974528	1987156601.855457	409210890.7696705	656853072.3528733	879234767.7129327	1127850358.6234615	3998890860951151.5	7248840674780239	7517858703611483	8800622141696925	6931445177605119	false	false	true	false	true
-1016806741	796493885	733684232	-1658906554	475010590	-584510102044672	-1072105143664640	-325785718095872	6573115878408191	7556425576349695	1363398946.853758	918227374.0538819	553681061.7333473	451257248.1085368	393810494.2662003	1571278497295223.8	5833070887120007	8577500149010527	271437076247625.97	171884650301275.97	false	true	true	false	false
-883205062	158910716	127696680	-1627985047	-1253866433	6063466196500479	7478148547477503	315818000777215	1311983114649599	8237211463974911	1765905724.3888333	264870934.13811064	56182475.14774623	672058508.9416488	840143650.8402497	7634171476644127	3151132715338721.5	1413734954829867.8	5236279990208715	8170456379501963	false	true	true	false	false
-497861319	-1169223960	-1965428557	-1317137076	1049176940	-3462551320920064	1564228787896319	-6779562528604159	1775562683056127	-1907825118806016	1641052014.0914621	1005791069.8284222	681631321.309355	1399411922.3300357	1316770122.4285305	2171578930736293.8	2279242386409469.5	5487079930680197	4099414046725733.5	213486801383629.97	true	false	true	false	false
-335514092	967196755	1742004282	-1838878647	-824984417	-5771668727267328	7362388458209279	6854853053644799	-2917994648829952	-7704471685562367	672651321.537334	1792919700.6020322	475147346.47434705	1358797891.2516284	1060916134.2655306	2046750142935583.8	1080491504984415.9	2933142228219345.5	7534777719312227	5306671608511903	true	true	false	false	true
519489762	2051639931	1293610282	1641653395	-625245355	-7507805665755135	8736421187682303	-5300111924002816	1199321424855039	-2692317739745280	847200416.3669351	73530425.950129	1544459470.9482102	1018381739.2291758	1703708137.373175	7347133750798021	312587735662093.94	5662097836178353	5730938006868921	7730318722199619	true	true	true	true	true
-1006606953	-517125241	-831590877	969866472	1516724816	7601854590484479	-2096744003272704	6798288258859007	2476175431565311	719628594577407	85897448.30412187	1689621407.930419	940290732.0081502	627193656.7995964	1303845955.2304668	4512102924619155	5258264371394683	7610340870027341	4220464872913677.5	5706472869648855	true	false	false	false	false
-99634840	-664652751	1809305204	1639726155	-1235266474	-2067868451602432	7092453957959679	-1766449718755328	-3648267397103616	7934925697187839	727942486.4471377	783611691.4264809	230114544.4631523	763931486.0064222	977687667.2597156	5174931952458221	3960406309216399.5	789901647665979.9	1578686644103403.8	8560827212223567	false	false	false	true	false
1281316172	-1935282870	-1637219526	-824602592	-783988143	-7447473496784895	816298225303551	-8188359595786239	-4106054984007680	1335316954742783	1945141940.8118727	979417214.3818898	2139286158.7007897	158225747.955551	608857031.1426711	1575706165939895.8	3760801791131003.5	4629260009629843	5011496399135055	3276283381088079.5	true	false	true	true	true
-1589338777	1644060807	-739817219	-220980870	140142610	-860906888101888	-4974365854662656	2163820256559103	-6089511436025856	8348437024079871	1406609383.542181	497899948.95769674	576222412.3056139	136256378.3444267	1525881594.817979	5526066079307655	4546107060699703	3671957058899837.5	8724490766229453	5968885562972497	true	true	false	false	true
-163799880	541391654	1248346367	-613527558	-1331194405	8543096258166783	-4078455213785088	-1270520142102528	8722806107799551	-5957583072395264	1340513047.8589811	142367010.85554013	253714737.19136366	1520624660.783574	1677005551.7118943	3524774649696125.5	7210533164626215	5159682871678153	8422500357836365	3602776262906861.5	true	true	true	false	true
-1054653468	454933376	504641802	2146988687	-1770661452	2966920978497535	8723315820593151	-1469127118028800	2662372166598655	680520463679487	1878558635.1636782	915291412.0058821	215014575.3370413	836591797.9081644	349703413.9565567	4212884364467083.5	6134718313816793	5215445472511549	2240907149572673.8	3946924359136749.5	false	false	false	false	true
1546737971	-1602879184	-1046493893	-936854114	760168930	70121880027135	3565746214928383	1343384782372863	-62780895920128	-8385044431241215	1291958227.0178452	1929815870.7284956	662743549.9476764	907177977.80937	642152112.1173483	4877710783930757	4302670539781245.5	2819228984639765.5	4955417065769279	5762921343474647	false	true	false	false	false
662421231	961633783	1771454210	2137232050	1803702481	3449380510105599	4449975891132415	4554382238547967	-1691784568635392	4865563385921535	1839228235.8234599	738599200.3689803	1130369797.0464845	1532896118.2478428	931590972.4302236	2770192205521275.5	907579618399787.9	3302663776749775.5	4225915012139957.5	2348166951624883.5	false	false	false	false	false
710200669	1487165168	1238693571	-987529848	779994781	-7888401323786239	4681228049448959	3342395349401599	8295919040593919	2660111419965439	2122989132.2889793	2132821437.294371	1725067334.302629	1684493593.4377754	1468083038.9730844	7806809515636823	380468701002235.94	6502084986555623	1514333741789367.8	4127474310284623.5	false	true	false	false	false
1086492513	1472445681	1113551122	1148624585	548936392	-5739832080859136	-762133281243136	-5209792196902912	5191315201458175	3600029730209791	637719297.9952852	810582916.6346536	2146619218.1634235	1548645860.200535	22783814.025073137	2096345666183185.8	1559649653258087.8	7211683055844177	4920256183036721	6492938374394191	true	true	true	false	true
-1038084225	-794290659	132598227	577595878	-1160948404	958417661329407	2516891532787711	8462602770317311	6549923956785151	-4731849179922432	1193007775.546508	59188273.32619236	107629207.49187724	779587433.9217759	2087255643.6416242	567519367904267.9	4399642599872523.5	1833443413592025.8	3220624628476099.5	2166687695392297.8	false	true	false	true	false
-1128870693	545033144	-2096456305	1912709532	382166648	-4564098574450688	-7335160643059711	4068848651206655	3142405075238911	811807459508223	2142299618.7373393	1423865369.3883655	1846459856.2993844	1867069100.8026345	1713509815.58686	2393110770203147.5	5967461143741745	3652114829890303.5	1713676327371485.8	2457813836285515.5	true	true	false	false	true
1941062603	1016028736	-353593518	-1228595152	502852197	-7633167196356607	-8646012931407871	-8014547617054719	4509063039680511	8213628851322879	532979526.93835646	1221831656.7058206	1011847705.3861759	481344148.2185237	887546090.8477887	8969514619387247	73511153988125.98	5963360571811845	1027470494378199.9	7099399687222889	true	true	true	true	true
-1702991688	739648103	-1147491254	-671404406	934933566	-5506292932149248	-1280854517088256	-5937462530539520	-5138942391222272	-4376083755433984	1642421591.6892083	1363810779.4597437	63538461.18990789	2060001361.1934943	2050753253.744727	2786733347308769.5	8796480493849767	5372628742638847	5721031730508943	8000465543765959	true	false	true	false	true
1469507174	1860718670	919973357	-454226758	1769904333	-691274252288000	-1327301534941184	2379802862419967	-4127789254967296	-2876405771665408	1376400230.4850101	1766921011.0553808	584087559.1441288	121130580.1183693	650153338.6451534	5439966521639689	5516787218445525	2453246150194305.5	6344010209126429	3666968958855877.5	false	true	false	false	true
581499065	645392314	1914654209	-906440447	241892823	5618210028126207	-430123580915712	3585672631812095	1171554473869311	911636676214783	2096716741.3321238	957557275.3756573	1912529048.1600218	1081174577.5438817	1675389907.7850447	4424684131741233.5	966606661091231.9	4783813069563115	7277172932610713	1043252844878385.9	false	true	true	false	false
116156163	1383407638	1374365875	-815946010	-2008533069	6969906377523199	-7142855105576959	4718069104508927	-3148545943142400	852149487534079	2138033870.2679522	1761666831.5941172	1519145187.0268993	2113723080.2960565	988244647.0675093	4794360104019041	857929349229851.9	7122720290598377	8135172952014387	7270462338198227	true	true	true	true	false
763590313	1816066849	433433049	756423953	-1616034837	-5112743761805312	-7059301466111999	4436202602102783	4078063256076287	-6123967593054208	728846896.8287914	582714045.2165042	590327607.028988	1705571272.0798855	271662044.68192244	3136465345851217.5	5249702514633285	7479236349359599	3736024251840003.5	8386929326062113	true	false	false	false	true
